Adresse,Date Debut,Description,Heure Debut,Titre,Titre + Description
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",26/05/2021,Venez déguster les plats du traiteur isséen Les Foodelles qui vous propose leur restaurant éphémère Les Dames de Cœur sur la terrasse du Musée,1899-12-30 12:00:00,Profitez du restaurant sur la terrasse du Musée !,Profitez du restaurant sur la terrasse du Musée ! --- Venez déguster les plats du traiteur isséen Les Foodelles qui vous propose leur restaurant éphémère Les Dames de Cœur sur la terrasse du Musée
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",26/06/2021,Spectacle familial,1899-12-30 18:00:00,"Spectacle ""L’escargot qui découvrit l’importance de la lenteur ""","Spectacle ""L’escargot qui découvrit l’importance de la lenteur "" --- Spectacle familial"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",26/09/2020,"Pour ce deuxième acte, ateliers et performances vous attendent autour de la notion d'attente et de surprise...",1899-12-30 14:00:00,"Art contemporain, expo Chaosmose, acte II : ""L'attente et la surprise""","Art contemporain, expo Chaosmose, acte II : ""L'attente et la surprise"" --- Pour ce deuxième acte, ateliers et performances vous attendent autour de la notion d'attente et de surprise..."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",26/11/2017,Un après-midi ludique et magique à ne pas manquer au Musée...,1899-12-30 15:00:00,Après-midi magique au Musée !,Après-midi magique au Musée ! --- Un après-midi ludique et magique à ne pas manquer au Musée...
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/01/2019,Conférence d'histoire de l'art italienne sur Caravage,1899-12-30 14:30:00,Conférence : « Moi Caravage »,Conférence : « Moi Caravage » --- Conférence d'histoire de l'art italienne sur Caravage
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/01/2021,"Atelier pour échanger, découvrir et argumenter, à partir de 16 ans.",1899-12-30 19:30:00,"En ligne sur Zoom | La philo en atelier, dès 16 ans","En ligne sur Zoom | La philo en atelier, dès 16 ans --- Atelier pour échanger, découvrir et argumenter, à partir de 16 ans."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/03/2022,"Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation",1899-12-30 14:00:00,Master Class : atelier comédie musicale,"Master Class : atelier comédie musicale --- Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/04/2016,"4 costumes de cartes à jouer sont au cœur de cette exposition. Conçus par André Derain pour La Boutique fantasque (1919), ils nous entraînent dans le monde fascinant des Ballets russes de Diaghilev.",1899-12-30 11:00:00,Quand Derain fait danser les cartes,"Quand Derain fait danser les cartes --- 4 costumes de cartes à jouer sont au cœur de cette exposition. Conçus par André Derain pour La Boutique fantasque (1919), ils nous entraînent dans le monde fascinant des Ballets russes de Diaghilev."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/05/2023,La terrasse du musée se met aux couleurs des Caraïbes avec une restauration afro-caraibéenne !,1899-12-30 13:00:00,Cuisine afro-caribéenne : cocktail offert lors de l'inauguration !,Cuisine afro-caribéenne : cocktail offert lors de l'inauguration ! --- La terrasse du musée se met aux couleurs des Caraïbes avec une restauration afro-caraibéenne !
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/06/2018,Soirée festive,1899-12-30 19:15:00,Jumelages en Fête dédiée à Nahariya,Jumelages en Fête dédiée à Nahariya --- Soirée festive
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/09/2021,Participez au concours jeunes talents !,1899-12-30 08:00:00,Festival de magie : appel à candidature !,Festival de magie : appel à candidature ! --- Participez au concours jeunes talents !
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/10/2019,"Citrouilles, toiles d'araignée en magie !",1899-12-30 15:00:00,Célébrez Halloween au Musée !,"Célébrez Halloween au Musée ! --- Citrouilles, toiles d'araignée en magie !"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",27/11/2021,"Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation",1899-12-30 15:30:00,Master Class : ateliers d'ombres,"Master Class : ateliers d'ombres --- Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",28/03/2021,"Dans le cadre du Printemps de la Sculpture, retour sur la Belle Haulmière, une sculpture de Rodin qui fait partie des collections du Musée.",1899-12-30 16:00:00,Merveille du Musée : Celle qui fut la Belle Heaulmière d'Auguste Rodin,"Merveille du Musée : Celle qui fut la Belle Heaulmière d'Auguste Rodin --- Dans le cadre du Printemps de la Sculpture, retour sur la Belle Haulmière, une sculpture de Rodin qui fait partie des collections du Musée."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",28/06/2018,"Conférence par Elisabeth Schwartz, danseuse, Inspectrice de la danse de la Ville de Paris et historienne de la danse",1899-12-30 18:30:00,Auguste Rodin et la danse,"Auguste Rodin et la danse --- Conférence par Elisabeth Schwartz, danseuse, Inspectrice de la danse de la Ville de Paris et historienne de la danse"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",28/10/2018,Le Musée se met à l’heure d’Halloween le temps d’un après-midi magique.,1899-12-30 15:00:00,"Halloween au Musée : Citrouilles, toiles d'araignée en magie","Halloween au Musée : Citrouilles, toiles d'araignée en magie --- Le Musée se met à l’heure d’Halloween le temps d’un après-midi magique."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",28/11/2021,"Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation",1899-12-30 10:00:00,Master Class : ateliers d'ombres,"Master Class : ateliers d'ombres --- Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",29/01/2022,"Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation",1899-12-30 15:30:00,Master Class : ateliers marionnettes,"Master Class : ateliers marionnettes --- Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",29/04/2017,Des surprises attendent les petits et les grands au musée,1899-12-30 15:00:00,Visite magique au musée,Visite magique au musée --- Des surprises attendent les petits et les grands au musée
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",29/06/2022,Gérard Mathieu a illustré de nombreux jeux de société. Venez les découvrir.,1899-12-30 11:00:00,EXPOSITION GERARD MATHIEU,EXPOSITION GERARD MATHIEU --- Gérard Mathieu a illustré de nombreux jeux de société. Venez les découvrir.
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",29/10/2023,"Venez déguisés, à la rencontre des magiciens du musée, à l’occasion d’une journée de frissons et d’émerveillement.",1899-12-30 11:00:00,Festival de magie au musée,"Festival de magie au musée --- Venez déguisés, à la rencontre des magiciens du musée, à l’occasion d’une journée de frissons et d’émerveillement."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/01/2020,Par Thierry Depaulis,1899-12-30 18:30:00,Conférence : Etteilla et les débuts de la cartomancie professionnelle,Conférence : Etteilla et les débuts de la cartomancie professionnelle --- Par Thierry Depaulis
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/01/2022,"Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation",1899-12-30 10:00:00,Master Class : ateliers marionnettes,"Master Class : ateliers marionnettes --- Journée de présentation et d'approfondissement d'une technique pour une immersion totale avec un intervenant spécialisé, sur réservation"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/03/2017,"L'oeuvre de ce maharaja original témoigne de l'importance donnée aux je société indienne. Conférence par Nicole Mercy, doctorante à Paris-Sorbonne (Paris IV).ux dans la",1899-12-30 18:30:00,"Au temps de l'Inde britannique, Krishnaraja Wodeyar III, maître des jeux de société","Au temps de l'Inde britannique, Krishnaraja Wodeyar III, maître des jeux de société --- L'oeuvre de ce maharaja original témoigne de l'importance donnée aux je société indienne. Conférence par Nicole Mercy, doctorante à Paris-Sorbonne (Paris IV).ux dans la"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/03/2019,Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.,1899-12-30 15:00:00,Printemps de la sculpture : atelier pour les enfants,Printemps de la sculpture : atelier pour les enfants --- Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/03/2019,Le Musée Français de la Carte à Jouer participe à la première édition de cet événement qui met en valeur le patrimoine statuaire des Hauts-de-Seine.,1899-12-30 15:00:00,Printemps de la sculpture : des parcours imaginés pour découvrir les trésors de la sculpture des Hauts-de-Seine,Printemps de la sculpture : des parcours imaginés pour découvrir les trésors de la sculpture des Hauts-de-Seine --- Le Musée Français de la Carte à Jouer participe à la première édition de cet événement qui met en valeur le patrimoine statuaire des Hauts-de-Seine.
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/04/2020,par Gwenael Beuchet,1899-12-30 18:30:00,"Une heure, une oeuvre : Arcane 17 d’André Breton. REPORT AU MERCREDI 3 JUIN 2020","Une heure, une oeuvre : Arcane 17 d’André Breton. REPORT AU MERCREDI 3 JUIN 2020 --- par Gwenael Beuchet"
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",30/11/2023,Profitez d'une nouvelle expérience au Musée,1899-12-30 18:30:00,Méditation au Musée,Méditation au Musée --- Profitez d'une nouvelle expérience au Musée
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/01/2019,"Les archives du savant G.-L. Le Sage, constituées de 35 000 cartes à jouer, drôles et énigmatiques, se révèlent tout à la fois laboratoire, autobiographie et véritable boîte noire de la recherche.",1899-12-30 18:30:00,"Rencontre avec Jean-François Bert autour de son livre ""Comment pense un savant ? Un physicien des Lumières et ses cartes à jouer"".","Rencontre avec Jean-François Bert autour de son livre ""Comment pense un savant ? Un physicien des Lumières et ses cartes à jouer"". --- Les archives du savant G.-L. Le Sage, constituées de 35 000 cartes à jouer, drôles et énigmatiques, se révèlent tout à la fois laboratoire, autobiographie et véritable boîte noire de la recherche."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/03/2018,Venez soutenir cette troupe de théâtre d'improvisation isséenne,1899-12-30 18:30:00,Les Mauvaises Graines improvisent !,Les Mauvaises Graines improvisent ! --- Venez soutenir cette troupe de théâtre d'improvisation isséenne
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/03/2019,Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.,1899-12-30 15:00:00,Printemps de la sculpture : atelier pour les adultes,Printemps de la sculpture : atelier pour les adultes --- Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/03/2019,Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.,1899-12-30 15:00:00,Printemps de la sculpture : conférence,Printemps de la sculpture : conférence --- Découvrez les sculptures du fonds du Musée et participez à une conférence et des ateliers.
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/05/2020,"La cartomancie, le rock'n roll. John Lennon, les mystères occultes du tarot. Aucun rapport ? Vraiment ? Oubliez vos certitudes.",1899-12-30 15:00:00,Magick Tarock : une enquête dans l'exposition Cartomancie !,"Magick Tarock : une enquête dans l'exposition Cartomancie ! --- La cartomancie, le rock'n roll. John Lennon, les mystères occultes du tarot. Aucun rapport ? Vraiment ? Oubliez vos certitudes."
"16 rue Auguste Gervais, 92130 Issy-les-Moulineaux",31/10/2021,"Dimanche 31 octobre, la deuxième édition du Festival de Magie, qui verra la présence entre autres d’Antonio le Magicien et Bernard Bilis, sera rythmée par trois grands moments de magie.",1899-12-30 11:00:00,Halloween s’installe au Musée avec le Festival de Magie,"Halloween s’installe au Musée avec le Festival de Magie --- Dimanche 31 octobre, la deuxième édition du Festival de Magie, qui verra la présence entre autres d’Antonio le Magicien et Bernard Bilis, sera rythmée par trois grands moments de magie."
"16 rue Auguste Gervais, 92130, Issy-les-Moulineaux",15/09/2017,Quel regard les artistes portent-ils sur le paysage qui nous entoure ?,1899-12-30 18:30:00,"Vernissage de la Biennale d'Issy : Paysages, pas si sages","Vernissage de la Biennale d'Issy : Paysages, pas si sages --- Quel regard les artistes portent-ils sur le paysage qui nous entoure ?"
"16 rue Auguste Gervais, 92130, Issy-les-Moulineaux",16/09/2017,"En présence d'un artiste, la commissaire de l'exposition Chantal Mennesson vous révèle les secrets des œuvres exposées.",1899-12-30 15:00:00,"Visite guidée de l'exposition ""Paysages, pas si sages""","Visite guidée de l'exposition ""Paysages, pas si sages"" --- En présence d'un artiste, la commissaire de l'exposition Chantal Mennesson vous révèle les secrets des œuvres exposées."
"16 rue Auguste Gervais, 92130, Issy-les-Moulineaux",16/09/2017,Le Musée propose une plongée passionnante dans l’univers de la carte à jouer et vous invite à la découverte de l'histoire d'Issy.,1899-12-30 14:00:00,Journées du Patrimoine : visite libre du Musée,Journées du Patrimoine : visite libre du Musée --- Le Musée propose une plongée passionnante dans l’univers de la carte à jouer et vous invite à la découverte de l'histoire d'Issy.
"16 rue Auguste Gervais, 92130, Issy-les-Moulineaux",16/09/2017,Réalisation d'un vitrail et d'un jeu inspirés de l'oeuvre d'Henri Matisse,1899-12-30 14:00:00,"Atelier ""À la manière de Matisse""","Atelier ""À la manière de Matisse"" --- Réalisation d'un vitrail et d'un jeu inspirés de l'oeuvre d'Henri Matisse"
"16 rue Auguste Gervais, 92130, Issy-les-Moulineaux",17/09/2017,"""Henri Matisse, d’Issy à Saint-Petersbourg"", lecture théâtralisée par la Compagnie du Masque.",1899-12-30 14:30:00,"""Henri Matisse, d’Issy à Saint-Petersbourg""","""Henri Matisse, d’Issy à Saint-Petersbourg"" --- ""Henri Matisse, d’Issy à Saint-Petersbourg"", lecture théâtralisée par la Compagnie du Masque."
